Date,Open,High,Low,Close,Adj Close,Volume
2022-08-12,121.16000366210938,122.6500015258789,120.4000015258789,122.6500015258789,122.6500015258789,16121100
2022-08-15,122.20999908447266,123.26000213623048,121.56999969482422,122.87999725341795,122.87999725341795,15525000
2022-08-16,122.31999969482422,123.22799682617188,121.53500366210938,122.51000213623048,122.51000213623048,15626200
2022-08-17,120.93000030517578,122.1500015258789,120.1999969482422,120.31999969482422,120.31999969482422,17589200
2022-08-18,120.2300033569336,121.69000244140624,119.5500030517578,120.86000061035156,120.86000061035156,15652000
2022-08-19,119.87000274658205,120.0,117.66999816894533,118.12000274658205,118.12000274658205,20187000
2022-08-22,116.0999984741211,116.5,114.66999816894533,115.06999969482422,115.06999969482422,19316000
2022-08-23,114.31999969482422,115.93000030517578,114.3000030517578,114.7699966430664,114.7699966430664,14390700
2022-08-24,114.4499969482422,115.71700286865234,113.77999877929688,114.6999969482422,114.6999969482422,16051200
2022-08-25,115.1500015258789,117.77999877929688,115.0500030517578,117.6999969482422,117.6999969482422,14874700
2022-08-26,115.80999755859376,116.5999984741211,111.22000122070312,111.3000030517578,111.3000030517578,31698700
2022-08-29,110.77999877929688,111.95999908447266,109.80999755859376,110.33999633789062,110.33999633789062,20386100
2022-08-30,111.02999877929688,111.37000274658205,108.8000030517578,109.91000366210938,109.91000366210938,20548200
2022-08-31,111.62999725341795,111.7699966430664,109.0500030517578,109.1500015258789,109.1500015258789,25898000
2022-09-01,109.1999969482422,111.22000122070312,108.19000244140624,110.5500030517578,110.5500030517578,22784400
2022-09-02,111.33999633789062,111.6750030517578,108.12999725341795,108.68000030517578,108.68000030517578,20618100
2022-09-06,108.13500213623048,108.87999725341795,106.51000213623048,107.4800033569336,107.4800033569336,20565100
2022-09-07,107.76000213623048,110.98999786376952,107.61499786376952,110.4800033569336,110.4800033569336,22987200
2022-09-08,109.18000030517578,110.58000183105467,108.05999755859376,109.41999816894533,109.41999816894533,21660700
2022-09-09,110.0500030517578,112.0,110.0,111.77999877929688,111.77999877929688,21732900
2022-09-12,111.98999786376952,112.63999938964844,110.93000030517578,111.87000274658205,111.87000274658205,19732900
2022-09-13,108.88999938964844,109.37000274658205,105.0,105.30999755859376,105.30999755859376,33015000
2022-09-14,105.44000244140624,106.0999984741211,104.5,105.87000274658205,105.87000274658205,22115800
2022-09-15,105.01000213623048,106.20999908447266,103.30999755859376,103.9000015258789,103.9000015258789,26494900
2022-09-16,102.97000122070312,104.02999877929688,101.8550033569336,103.62999725341795,103.62999725341795,64540100
2022-09-19,102.54000091552734,104.0199966430664,102.37000274658205,103.8499984741211,103.8499984741211,19738600
2022-09-20,102.87999725341795,103.16999816894533,101.12000274658205,101.83000183105467,101.83000183105467,24001700
2022-09-21,102.23999786376952,103.48999786376952,99.98999786376952,100.01000213623048,100.01000213623048,26596800
2022-09-22,99.4499969482422,101.68000030517578,99.41000366210938,100.56999969482422,100.56999969482422,21272700
2022-09-23,100.05999755859376,100.11000061035156,98.01000213623048,99.16999816894533,99.16999816894533,25657000
2022-09-26,98.61000061035156,100.44000244140624,98.37999725341795,98.80999755859376,98.80999755859376,22437900
2022-09-27,99.91000366210938,100.45999908447266,97.33999633789062,98.08999633789062,98.08999633789062,24225000
2022-09-28,98.0199966430664,101.4000015258789,97.8000030517578,100.73999786376952,100.73999786376952,24617000
2022-09-29,99.3000030517578,99.3000030517578,96.5199966430664,98.08999633789062,98.08999633789062,21921500
2022-09-30,97.7300033569336,99.49400329589844,96.02999877929688,96.1500015258789,96.1500015258789,26277800
2022-10-03,97.22000122070312,99.97000122070312,97.0199966430664,99.3000030517578,99.3000030517578,24840000
2022-10-04,101.04000091552734,102.72000122070312,101.04000091552734,102.41000366210938,102.41000366210938,22580900
2022-10-05,100.69000244140624,102.73999786376952,99.73999786376952,102.22000122070312,102.22000122070312,18475500
2022-10-06,101.5,103.7300033569336,101.5,102.23999786376952,102.23999786376952,17156200
2022-10-07,100.6500015258789,101.41999816894533,99.20999908447266,99.56999969482422,99.56999969482422,24249900
2022-10-10,99.8499984741211,99.98999786376952,97.87000274658205,98.70999908447266,98.70999908447266,16529900
2022-10-11,98.25,100.12000274658205,97.25,98.0500030517578,98.0500030517578,21617700
2022-10-12,98.2699966430664,99.64800262451172,97.66999816894533,98.3000030517578,98.3000030517578,17343400
2022-10-13,95.93000030517578,100.52999877929688,95.2699966430664,99.70999908447266,99.70999908447266,32812200
2022-10-14,100.625,101.29000091552734,97.02999877929688,97.18000030517578,97.18000030517578,22624800
2022-10-17,99.5199966430664,101.7699966430664,99.51000213623048,100.77999877929688,100.77999877929688,23311600
2022-10-18,103.94000244140624,104.22000122070312,100.6500015258789,101.38999938964844,101.38999938964844,21610500
2022-10-19,100.6999969482422,101.65899658203124,99.63500213623048,100.29000091552734,100.29000091552734,21573700
2022-10-20,100.81999969482422,103.0,99.97000122070312,100.52999877929688,100.52999877929688,25125100
2022-10-21,98.45999908447266,101.62000274658205,98.2300033569336,101.4800033569336,101.4800033569336,28988700
2022-10-24,102.08999633789062,103.0999984741211,100.3000030517578,102.97000122070312,102.97000122070312,24680800
2022-10-25,103.3000030517578,105.0999984741211,103.0199966430664,104.93000030517578,104.93000030517578,29910200
2022-10-26,96.76000213623048,98.54000091552734,94.56999969482422,94.81999969482422,94.81999969482422,71504300
2022-10-27,94.30999755859376,95.16999816894533,91.9000015258789,92.5999984741211,92.5999984741211,54036500
2022-10-28,92.52999877929688,96.86000061035156,92.322998046875,96.58000183105467,96.58000183105467,35696900
2022-10-31,95.77999877929688,96.3499984741211,94.37999725341795,94.66000366210938,94.66000366210938,29868700
2022-11-01,95.58999633789062,96.16500091552734,90.43000030517578,90.5,90.5,43220600
2022-11-02,90.91000366210938,91.3000030517578,87.01000213623047,87.06999969482422,87.06999969482422,43553600
2022-11-03,86.34500122070312,86.55000305175781,83.44999694824219,83.48999786376953,83.48999786376953,48510400
2022-11-04,85.51000213623047,86.7300033569336,83.87999725341797,86.69999694824219,86.69999694824219,40173300
2022-11-07,87.33999633789062,88.94000244140625,86.95999908447266,88.6500015258789,88.6500015258789,26899900
2022-11-08,89.16000366210938,90.40499877929688,87.6500015258789,88.91000366210938,88.91000366210938,30172000
2022-11-09,88.54499816894531,89.48999786376953,87.36000061035156,87.4000015258789,87.4000015258789,26743900
2022-11-10,92.33999633789062,94.5500030517578,91.6500015258789,94.16999816894533,94.16999816894533,42371200
2022-11-11,94.70999908447266,97.36000061035156,94.16000366210938,96.7300033569336,96.7300033569336,30569100
2022-11-14,95.5,97.18000030517578,95.11299896240234,96.02999877929688,96.02999877929688,24170100
2022-11-15,98.66999816894533,100.41999816894533,97.0199966430664,98.72000122070312,98.72000122070312,31831000
2022-11-16,98.0199966430664,99.8499984741211,97.9020004272461,98.98999786376952,98.98999786376952,24660200
2022-11-17,97.18000030517578,99.4800033569336,97.0999984741211,98.5,98.5,21818700
2022-11-18,99.01000213623048,99.16000366210938,96.73999786376952,97.8000030517578,97.8000030517578,24969900
2022-11-21,97.55999755859376,98.72000122070312,95.66999816894533,95.83000183105467,95.83000183105467,18696900
2022-11-22,96.16000366210938,97.5479965209961,94.41000366210938,97.33000183105467,97.33000183105467,18868900
2022-11-23,97.33999633789062,99.06900024414062,97.33999633789062,98.81999969482422,98.81999969482422,17568900
2022-11-25,98.46499633789062,98.94000244140624,97.52999877929688,97.5999984741211,97.5999984741211,8567800
2022-11-28,97.1999969482422,97.83000183105467,95.88999938964844,96.25,96.25,19974500
2022-11-29,96.0,96.38999938964844,94.38999938964844,95.44000244140624,95.44000244140624,20220000
2022-11-30,95.12000274658205,101.4499969482422,94.66999816894533,101.4499969482422,101.4499969482422,39888100
2022-12-01,101.4000015258789,102.58999633789062,100.66999816894533,101.27999877929688,101.27999877929688,21771500
2022-12-02,99.37000274658205,101.1500015258789,99.16999816894533,100.83000183105467,100.83000183105467,18821500
2022-12-05,99.81500244140624,101.75,99.3550033569336,99.87000274658205,99.87000274658205,19955500
2022-12-06,99.66999816894533,100.20999908447266,96.76000213623048,97.30999755859376,97.30999755859376,20877600
2022-12-07,96.7699966430664,97.30999755859376,95.0250015258789,95.1500015258789,95.1500015258789,26647900
2022-12-08,95.69000244140624,95.87000274658205,93.8000030517578,93.9499969482422,93.9499969482422,25593200
2022-12-09,93.9000015258789,94.48999786376952,93.0199966430664,93.06999969482422,93.06999969482422,21885300
2022-12-12,93.08999633789062,93.875,91.9000015258789,93.55999755859376,93.55999755859376,27380900
2022-12-13,98.06999969482422,99.8000030517578,95.37999725341795,95.8499984741211,95.8499984741211,34788500
2022-12-14,95.54000091552734,97.22000122070312,93.94000244140624,95.30999755859376,95.30999755859376,26452900
2022-12-15,93.54000091552734,94.02999877929688,90.43000030517578,91.1999969482422,91.1999969482422,28298800
2022-12-16,91.1999969482422,91.75,90.01000213623047,90.86000061035156,90.86000061035156,48485500
2022-12-19,90.87999725341795,91.1999969482422,88.92500305175781,89.1500015258789,89.1500015258789,23020500
2022-12-20,88.7300033569336,89.77999877929688,88.04000091552734,89.62999725341797,89.62999725341797,21976800
2022-12-21,89.7300033569336,90.91500091552734,88.91000366210938,90.25,90.25,20336400
2022-12-22,88.93000030517578,89.18000030517578,86.94000244140625,88.26000213623047,88.26000213623047,23656100
2022-12-23,87.62000274658203,90.0999984741211,87.62000274658203,89.80999755859375,89.80999755859375,17815000
2022-12-27,89.30999755859375,89.5,87.53500366210938,87.93000030517578,87.93000030517578,15470900
2022-12-28,87.5,88.5199966430664,86.37000274658203,86.45999908447266,86.45999908447266,17879600
2022-12-29,87.02999877929688,89.36499786376953,86.98999786376953,88.94999694824219,88.94999694824219,18280700
2022-12-30,87.36499786376953,88.83000183105469,87.02999877929688,88.7300033569336,88.7300033569336,19190300
2023-01-03,89.83000183105469,91.5500030517578,89.0199966430664,89.69999694824219,89.69999694824219,20738500
2023-01-04,91.01000213623048,91.23999786376952,87.80000305175781,88.70999908447266,88.70999908447266,27046500
2023-01-05,88.06999969482422,88.20999908447266,86.55999755859375,86.7699966430664,86.7699966430664,23136100
2023-01-06,87.36000061035156,88.47000122070312,85.56999969482422,88.16000366210938,88.16000366210938,26612600
2023-01-09,89.19499969482422,90.83000183105467,88.58000183105469,88.80000305175781,88.80000305175781,22996700
2023-01-10,86.72000122070312,89.4749984741211,86.69999694824219,89.23999786376953,89.23999786376953,22855600
2023-01-11,90.05999755859375,92.4499969482422,89.73999786376953,92.26000213623048,92.26000213623048,25998800
2023-01-12,92.4000015258789,92.62000274658205,90.56999969482422,91.91000366210938,91.91000366210938,22754200
2023-01-13,91.52799987792967,92.9800033569336,90.93000030517578,92.8000030517578,92.8000030517578,18630700
2023-01-17,92.77999877929688,92.97000122070312,90.83999633789062,92.16000366210938,92.16000366210938,22935800
2023-01-18,92.94000244140624,93.58799743652344,91.4000015258789,91.77999877929688,91.77999877929688,19641600
2023-01-19,91.38999938964844,94.4000015258789,91.37999725341795,93.91000366210938,93.91000366210938,28707700
2023-01-20,95.9499969482422,99.41999816894533,95.91000366210938,99.27999877929688,99.27999877929688,53704800
2023-01-23,99.12999725341795,101.4000015258789,98.75,101.20999908447266,101.20999908447266,31791800
2023-01-24,99.5500030517578,101.08999633789062,98.6999969482422,99.20999908447266,99.20999908447266,27391400
2023-01-25,97.1999969482422,97.72000122070312,95.26200103759766,96.7300033569336,96.7300033569336,31000900
2023-01-26,98.27999877929688,99.20999908447266,96.81999969482422,99.16000366210938,99.16000366210938,24542100
2023-01-27,99.0500030517578,101.58000183105467,98.97000122070312,100.70999908447266,100.70999908447266,29020400
2023-01-30,98.74500274658205,99.40899658203124,97.5199966430664,97.9499969482422,97.9499969482422,24365100
2023-01-31,97.86000061035156,99.91000366210938,97.79000091552734,99.87000274658205,99.87000274658205,22306800
2023-02-01,99.73999786376952,102.19000244140624,98.41999816894533,101.43000030517578,101.43000030517578,26392600
2023-02-02,106.79000091552734,108.81999969482422,106.54000091552734,108.8000030517578,108.8000030517578,46622600
2023-02-03,103.51000213623048,108.0199966430664,103.3000030517578,105.22000122070312,105.22000122070312,36823400
2023-02-06,102.68499755859376,104.6999969482422,102.20999908447266,103.47000122070312,103.47000122070312,25573000
2023-02-07,103.62999725341795,108.66999816894533,103.5479965209961,108.04000091552734,108.04000091552734,33738800
2023-02-08,102.69000244140624,103.58000183105467,98.45500183105467,100.0,100.0,73546000
2023-02-09,100.54000091552734,100.61000061035156,93.86000061035156,95.45999908447266,95.45999908447266,97798600
2023-02-10,95.73999786376952,97.0199966430664,94.52999877929688,94.86000061035156,94.86000061035156,49325300
2023-02-13,95.01000213623048,95.3499984741211,94.0500030517578,95.0,95.0,43116600
2023-02-14,94.66000366210938,95.1750030517578,92.6500015258789,94.9499969482422,94.9499969482422,42513100
2023-02-15,94.73999786376952,97.33999633789062,94.36000061035156,97.0999984741211,97.0999984741211,36964500
2023-02-16,95.54000091552734,97.87999725341795,94.97000122070312,95.77999877929688,95.77999877929688,35642100
2023-02-17,95.06999969482422,95.75,93.4499969482422,94.58999633789062,94.58999633789062,31095100
2023-02-21,93.23999786376952,93.41500091552734,92.0,92.0500030517578,92.0500030517578,28367200
2023-02-22,91.93399810791016,92.36000061035156,90.87000274658205,91.8000030517578,91.8000030517578,29891100
2023-02-23,92.12999725341795,92.12999725341795,90.01000213623047,91.06999969482422,91.06999969482422,32423700
2023-02-24,89.62999725341797,90.12999725341795,88.86000061035156,89.3499984741211,89.3499984741211,31295600
2023-02-27,90.08999633789062,90.4499969482422,89.61000061035156,90.0999984741211,90.0999984741211,22724300
2023-02-28,89.54000091552734,91.4499969482422,89.5199966430664,90.3000030517578,90.3000030517578,30546900
2023-03-01,90.16000366210938,91.1999969482422,89.8499984741211,90.51000213623048,90.51000213623048,26323900
2023-03-02,89.86000061035156,92.4800033569336,89.7699966430664,92.30999755859376,92.30999755859376,23328600
2023-03-03,92.73999786376952,94.11000061035156,92.66000366210938,94.0199966430664,94.0199966430664,30242500
2023-03-06,94.36000061035156,96.3000030517578,94.3000030517578,95.58000183105467,95.58000183105467,28288200
2023-03-07,95.41999816894533,96.08999633789062,93.84400177001952,94.16999816894533,94.16999816894533,24101500
2023-03-08,94.40499877929688,96.23999786376952,94.40499877929688,94.6500015258789,94.6500015258789,25395200
2023-03-09,94.48999786376952,95.91999816894533,92.3550033569336,92.66000366210938,92.66000366210938,24438900
2023-03-10,92.5,93.18000030517578,90.8000030517578,91.01000213623048,91.01000213623048,32850100
2023-03-13,90.56500244140624,93.08000183105467,89.94000244140625,91.66000366210938,91.66000366210938,31508600
2023-03-14,93.06999969482422,94.83000183105467,92.77999877929688,94.25,94.25,32303900
2023-03-15,93.54000091552734,97.25,93.04000091552734,96.5500030517578,96.5500030517578,38367300
2023-03-16,96.56999969482422,101.97000122070312,95.87000274658205,101.06999969482422,101.06999969482422,54499500
2023-03-17,100.83999633789062,103.48999786376952,100.75,102.45999908447266,102.45999908447266,76140300
2023-03-20,101.05999755859376,102.58000183105467,100.79000091552734,101.93000030517578,101.93000030517578,26033900
2023-03-21,101.9800033569336,105.95999908447266,101.86000061035156,105.83999633789062,105.83999633789062,33122800
2023-03-22,105.13999938964844,107.51000213623048,104.20999908447266,104.22000122070312,104.22000122070312,32336900
2023-03-23,105.88999938964844,107.10099792480467,105.41000366210938,106.26000213623048,106.26000213623048,31385800
2023-03-24,105.73999786376952,106.16000366210938,104.73999786376952,106.05999755859376,106.05999755859376,25245000
2023-03-27,105.31999969482422,105.4000015258789,102.62999725341795,103.05999755859376,103.05999755859376,25393400
2023-03-28,103.0,103.0,100.27999877929688,101.36000061035156,101.36000061035156,24913500
2023-03-29,102.72000122070312,102.81999969482422,101.02999877929688,101.9000015258789,101.9000015258789,26148300
2023-03-30,101.44000244140624,101.61000061035156,100.29000091552734,101.31999969482422,101.31999969482422,25009800
2023-03-31,101.70999908447266,104.19000244140624,101.44000244140624,104.0,104.0,28086500
2023-04-03,102.66999816894533,104.9499969482422,102.37999725341795,104.91000366210938,104.91000366210938,20719900
2023-04-04,104.83999633789062,106.0999984741211,104.5999984741211,105.12000274658205,105.12000274658205,20377200
2023-04-05,106.12000274658205,106.54000091552734,104.10199737548828,104.9499969482422,104.9499969482422,21836200
